Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,6/09/2024,"68,615.71",AUD,Transmarine Asia Pacific Pty Ltd,76-84 Waterway Drive Coomera QLD 4209,NO,NO,,,,,,,,,4502839886,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PREFAB STRUCT SCAFF,18/09/2024,"66,660.00",AUD,Secure Fencing,PO Box 1649 Aitkenvale QLD 4814,NO,NO,,,,,,,,,4502841707,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ALTERNATE TRANSPORT,10/09/2024,"65,452.20",AUD,Brisbane Bus Lines,PO Box 141 Enoggera QLD 4051,NO,NO,,,,,,,,,4502840414,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/09/2024,"63,888.00",AUD,Dellacorda Specialist Services Pty,42 Douglas Street Milton QLD 4064,NO,NO,,,,,,,,,4502838989,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,30/09/2024,"59,716.80",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502849483,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,10/09/2024,"57,844.60",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502840410,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/09/2024,"55,548.49",AUD,Avada Traffic Pty Ltd,#N/A,NO,NO,,,,,,,,,4502840301,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,19/09/2024,"55,312.13",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050497706,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",3/09/2024,"54,450.00",AUD,Power Rail Australia P/L,12-16 Oxley Street Goulburn NSW 2580,NO,NO,,,,,,,,,4502839322,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/09/2024,"53,531.50",AUD,EMAK Communications & Civils Pty Lt,PO Box 1160 Stuart QLD 4811,NO,NO,,,,,,,,,4502840666,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/09/2024,"51,046.60",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502850032,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,24/09/2024,"50,845.52",AUD,Keita Services Pty Ltd,PO Box 828 Ingham QLD 4850,NO,NO,,,,,,,,,4502844143,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PREFAB STRUCT SCAFF,2/09/2024,"50,825.50",AUD,Quick Ally Access Solutions,PO Box 1376 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502839141,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/09/2024,"49,314.49",AUD,Cregg-Wood Constructions,32 Pepperina Street Mooroobool QLD 4870,NO,NO,,,,,,,,,4502840508,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OFFICE SUPPLIES,13/09/2024,"48,477.86",AUD,The Rack'N Stack Warehouse,#N/A,NO,NO,,,,,,,,,4502841034,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,30/09/2024,"46,407.90",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502849449,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAVEL,6/09/2024,"46,200.00",AUD,Suncoast Cabs Pty Ltd,PO Box 9218 Marcoola QLD 4564,NO,NO,,,,,,,,,4502839895,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/09/2024,"46,198.90",AUD,Voestalpine Railway Systems,PO Box 391 Mackay QLD 4740,NO,NO,,,,,,,,,4502840429,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,20/06/2024,"45,089.07",AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,YES,NO,,,,,,,,,4502810158,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,5/09/2024,"44,794.42",AUD,Century Cranes,PO Box 652 Portsmith QLD 4870,NO,NO,,,,,,,,,4502839664,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,19/09/2024,"43,235.50",AUD,Bluemont Pty Ltd,9 Powells Road Brookvale NSW 2100,NO,NO,,,,,,,,,4502841983,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",2/09/2024,"42,900.00",AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502839022,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MATS HANDL EQUIP,6/09/2024,"40,885.90",AUD,Linde Materials Handling Pty Ltd,5 Distillers Place Huntingwood NSW 2148,NO,NO,,,,,,,,,4502839954,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/02/2024,"40,770.09",AUD,Joe Wagner Group Pty Ltd,523 Boundary Street Toowoomba QLD 4350,YES,NO,,,,,,,,,4502762413,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,30/09/2024,"39,404.48",AUD,GDS Tech Pty Ltd,#N/A,NO,NO,,,,,,,,,4502848786,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,11/01/2024,"38,929.32",AUD,Hitachi Rail STS Australia Pty Ltd,PO Box 1168 Eagle Farm QLD 4009,YES,NO,,,,,,,,,4502752714,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,24/09/2024,"38,508.25",AUD,Tourism & Transport Forum TTF,10 Loftus Street Sydney NSW 2000,NO,NO,,,,,,,,,4502844297,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",NONMETAL CRUDE MATLS,5/09/2024,"35,640.00",AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502839779,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,19/09/2024,"33,054.12",AUD,Lawrence & Hanson Group Pty Ltd,1 Chapel Street Blackburn VIC 3130,NO,NO,,,,,,,,,4502841868,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/09/2024,"32,174.43",AUD,Avada Traffic Pty Ltd,#N/A,NO,NO,,,,,,,,,4502842948,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/09/2024,"32,026.34",AUD,Hitachi Rail STS Australia Pty Ltd,PO Box 1168 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502842252,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR & EXCAV EQUIP,23/09/2024,"31,680.00",AUD,Cooee Products Pty Ltd,1/6 Avian Street Kunda Park QLD 4556,NO,NO,,,,,,,,,4502842233,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,19/09/2024,"29,537.75",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502841916,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/09/2024,"28,458.10",AUD,Environmental & Laboratory,42 Finsbury Street Newmarket QLD 4051,NO,NO,,,,,,,,,4502840929,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",2/09/2024,"28,124.80",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502838971,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/08/2024,"28,078.46",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,YES,NO,,,,,,,,,4502833808,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/09/2024,"27,844.30",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502849587,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,3/09/2024,"27,649.07",AUD,Australian Hydraulic Services,`10 Dickson Road Goondi Bend QLD 4860,NO,NO,,,,,,,,,4502839216,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/05/2024,"27,531.48",AUD,East Coast Traffic Control Pty Ltd,#N/A,YES,NO,,,,,,,,,4502805288,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,16/09/2024,"27,500.00",AUD,Australian Liquor Marketers Pty Ltd,284 Spence Street Bungalow QLD 4870,NO,NO,,,,,,,,,4502841268,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,20/09/2024,"27,472.50",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502842144,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,30/09/2024,"27,280.00",AUD,Peter Todd Heritage Consultant,30 Llewellyn Street New Farm QLD 4005,NO,NO,,,,,,,,,4502849521,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,25/09/2024,"27,142.50",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502844531,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,16/09/2024,"27,104.01",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502841179,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,19/09/2024,"26,955.50",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502841902,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Provision of Vegetation Management,3/09/2024,"26,950.00",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502839232,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Provision of Vegetation Management,17/09/2024,"26,950.00",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502841557,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Provision of Vegetation Management,19/09/2024,"26,950.00",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502841921,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,30/09/2024,"26,818.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502849467,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/09/2024,"26,701.40",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502841202,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,6/09/2024,"26,606.00",AUD,Lankhorst Engineered Products B.V.,#N/A,NO,NO,,,,,,,,,4502840022,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,25/09/2024,"26,328.50",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502844529,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,24/09/2024,"26,084.21",AUD,Delsound Pty Ltd,58 Holdsworth Street Coorparoo QLD 4151,NO,NO,,,,,,,,,4502844135,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,18/09/2024,"26,070.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502841739,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,16/09/2024,"25,921.41",AUD,Avada Traffic Pty Ltd,#N/A,NO,NO,,,,,,,,,4502841281,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,19/09/2024,"25,850.00",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502841867,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,17/09/2024,"25,764.20",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502841525,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,16/09/2024,"25,513.40",AUD,Acrow Formwork &,280 Bilsen Road Geebung QLD 4034,NO,NO,,,,,,,,,4502841160,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",17/09/2024,"25,300.00",AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502841387,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,19/09/2024,"25,113.96",AUD,Universal Cranes,3-9 Horwood Street Currajong QLD 4812,NO,NO,,,,,,,,,4502841845,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,17/09/2024,"25,086.52",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502841558,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,17/09/2024,"24,865.50",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502841562,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,20/09/2024,"24,777.50",AUD,Machinery Inspection Services,134 Peel Road Ningi QLD 4511,NO,NO,,,,,,,,,4502842155,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,16/09/2024,"24,750.00",AUD,Heritage City Locksmiths,240 Woongool Road Maryborough QLD 4650,NO,NO,,,,,,,,,4502841183,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,26/09/2024,"24,420.00",AUD,QLD NDT,#N/A,NO,NO,,,,,,,,,4502844696,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,24/09/2024,"24,365.00",AUD,Imtram Pty Ltd,PO Box 4460 Ringwood VIC 3134,NO,NO,,,,,,,,,4502844131,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/09/2024,"24,193.95",AUD,Geovert Ground Engineering Pty Ltd,247 King Street Mascot NSW 2020,NO,NO,,,,,,,,,4502848897,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/09/2024,"23,842.50",AUD,Locate And Detection Specialists Pt,4 Palmerston Drive Oxenford QLD 4210,NO,NO,,,,,,,,,4502841761,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,24/09/2024,"23,839.20",AUD,Bellis Australia,171 Musgrave Road Coopers Plains QLD 4108,NO,NO,,,,,,,,,4502844125,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,17/09/2024,"23,606.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502841534,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/09/2024,"23,581.02",AUD,Hitachi Rail STS Australia Pty Ltd,PO Box 1168 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502841872,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,16/09/2024,"23,474.00",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502841304,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/09/2024,"23,217.80",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502839003,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,6/09/2024,"23,113.28",AUD,Australian Hydraulic Services,`10 Dickson Road Goondi Bend QLD 4860,NO,NO,,,,,,,,,4502839976,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Kuranda Range - Labour Works,2/09/2024,"23,045.00",AUD,Rail Track Services Pty Ltd,100-106 South Terrace Wingfield SA 5013,NO,NO,,,,,,,,,4502839072,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,9/09/2024,"22,939.15",AUD,CJD Equipment Pty Ltd,36 Colebard Street East Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502840093,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/09/2024,"22,671.31",AUD,Avada Traffic Pty Ltd,#N/A,NO,NO,,,,,,,,,4502849490,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,23/09/2024,"22,671.00",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502842294,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,16/09/2024,"22,396.54",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502841280,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,3/09/2024,"22,072.60",AUD,RP Contracting Services,#N/A,NO,NO,,,,,,,,,4502839276,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/09/2024,"22,055.00",AUD,RMS Mors Smitt,6 Anzed Court Mulgrave VIC 3170,NO,NO,,,,,,,,,4502839435,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,2/09/2024,"22,025.52",AUD,UGL Rail Services Pty Limited,40 Miller Street North Sydney NSW 2060,NO,NO,,,,,,,,,4502839091,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,11/09/2024,"22,000.00",AUD,Gallo Dairyland,PO Box 1345 Atherton QLD 4883,NO,NO,,,,,,,,,4502840651,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,11/09/2024,"22,000.00",AUD,Global Gourmet Qld,34 Magazine Street Stratford QLD 4870,NO,NO,,,,,,,,,4502840653,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,30/09/2024,"22,000.00",AUD,GCE Contractors Pty Ltd,191 Hedley Avenue Hendra QLD 4011,NO,NO,,,,,,,,,4502849023,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ADVERTISING & GRAP,4/09/2024,"21,998.90",AUD,Dentsu X Australia Pty Ltd,#N/A,NO,NO,,,,,,,,,4502839488,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,27/09/2024,"21,934.00",AUD,Future Engineering,153 High Street Willetton WA 6155,NO,NO,,,,,,,,,4502844811,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,20/09/2024,"21,908.18",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502842060,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,20/09/2024,"21,908.18",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502842159,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,20/09/2024,"21,908.18",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502842160,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,10/09/2024,"21,835.00",AUD,KH1 Pty Ltd,114 National Boulevard Campbellfield VIC 3061,NO,NO,,,,,,,,,4502840415,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,24/09/2024,"21,752.50",AUD,Smart Engineering (QLD) Pty Ltd,101 Randolph Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502844296,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/09/2024,"21,733.80",AUD,ENSCO Rail Australia Pty Ltd,158 Francisco Street Belmont WA 6104,NO,NO,,,,,,,,,4502848869,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/09/2024,"21,304.80",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502840132,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,24/09/2024,"21,285.00",AUD,Cregg-Wood Constructions,32 Pepperina Street Mooroobool QLD 4870,NO,NO,,,,,,,,,4502844180,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/05/2024,"21,270.13",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502800925,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/05/2024,"21,198.20",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502800154,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/09/2024,"21,186.00",AUD,Cooper Fluid Systems Pty Ltd,152 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502839374,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,19/09/2024,"20,885.70",AUD,Total Drain Cleaning,84 Ingleston Road Wakerley QLD 4154,NO,NO,,,,,,,,,4502841974,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,6/09/2024,"20,867.00",AUD,Virginia Auto Electrical,15 Matheson Street Virginia QLD 4014,NO,NO,,,,,,,,,4502839924,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/09/2024,"20,663.50",AUD,Traffic Management Australia P/L,35/28 Burnside Road Ormeau QLD 4208,NO,NO,,,,,,,,,4502841279,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,18/09/2024,"20,499.27",AUD,Dotmar Engineering Plastics,25 Loyalty Road North Rocks VIC 2151,NO,NO,,,,,,,,,4502841738,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/09/2024,"20,488.36",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502844059,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/09/2024,"20,463.96",AUD,Go Traffic Pty Ltd,#N/A,NO,NO,,,,,,,,,4502840398,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/09/2024,"20,461.10",AUD,Environmental & Laboratory,42 Finsbury Street Newmarket QLD 4051,NO,NO,,,,,,,,,4502841156,,,,,
