Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 SUPPLY AND INSTALL OF FERROUS AND NON-FERROUS CABLE ROUTING,2/03/2021,"3,400,000.00",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,YES,NO,OPEN,,,,,,,,CW2287566,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QRP-22-117 - IMU100 SMU200 AIR CONDITIONING UNITS 10 YEAR OVERHAULS (NOSKE),5/12/2023,"2,643,000.00",AUD,Noske-Kaeser Rail & Vehicle New Zea,20 Noel Rodgers Place Palmerston North MAN 4414,NO,NO,SELECTIVE,,,,,,,,CW2310716,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG LEGAL SERVICES PANEL - LAWYERS ON DEMAND,31/07/2020,"2,599,434.00",AUD,Lawyers On Demand Australia Pty Ltd,222 Level 2 Clarence Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,,CW2285409,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - SUPPLY AND DELIVERY OF TRACK FASTENINGS - WESTRAY ENGINEERING,30/08/2022,"1,480,000.00",AUD,Westray Engineering,9-11 Deadman Road Moorebank NSW 2170,YES,NO,OPEN,,,,,,,,CW2302947,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 SEQ FACILITIES TACTILE REMEDIATION WORKS,2/12/2021,"1,455,925.00",AUD,ANZ Civil Products,11 Bayswater Court Sandstone Point QLD 4511,YES,NO,SELECTIVE,,,,,,,,CW2295584,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2021 CIVIL, STRUCTURAL, ENGINEERING AND INVESTIGATIVE SERVICES PANEL - GHD PTY LTD",18/02/2022,"1,300,000.00",AUD,GHD Pty Ltd  Brisbane,201 Charlotte Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,,CW2298860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 INVENTORY BARCODING - IMPLEMENTATION (DELOITTE),16/02/2023,"1,244,546.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,,CW2306749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - INFRASTRUCTURE ADVISORY,23/08/2022,"1,103,000.00",AUD,Infrastructure Advisory Group P/L,128 Exhibition Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,,CW2303195,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,18/12/2023,"1,016,550.70",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,4502745599,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",11/12/2023,"821,975.00",AUD,Mynt Pty Ltd,67 Colebard Street West Acacia Ridge QLD 4110,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,4502742732,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - ARCADIS,31/08/2022,"735,500.00",AUD,Arcadis Australia Pacific Pty Ltd,580 George Street Sydney NSW 2000,YES,NO,SELECTIVE,,,,,,,,CW2303177,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 PLANT MAINTENANCE SERVICES - ALLOWAY HYDRAULICS,6/11/2023,"650,000.00",AUD,Alloway Hydraulics,25 Everett Street Mt St John QLD 4818,NO,NO,OPEN,,,,,,,,CW2310632,,CW2310552,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 PLANT MAINTENANCE SERVICES - MHF GROUP,6/11/2023,"650,000.00",AUD,MHF Group QLD,PO Box 7129 Hemmant QLD 4174,NO,NO,OPEN,,,,,,,,CW2310639,,CW2310552,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2015 PROJECT CONSULTANCY - ROETTGEN (ORIGINALLY CW2241929),26/08/2015,"551,529.12",AUD,AECOM Australia Pty Ltd,PO Box 1307 Fortitude Valley QLD 4006,NO,NO,OPEN,,,,,,,,CW2314643,,CW2241929,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 PROJECT MANAGEMENT SERVICES ADVERTISING INFRASTRUCTURE INSTALLATION AND UPGRADES,6/02/2023,"530,175.00",AUD,Jacobs Group (Australia) Pty Ltd,PO Box 3848 South Brisbane QLD 4101,YES,NO,SELECTIVE,,,,,,,,CW2305545,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUPPLY OF 2 X MCCULLOCH TRAC RAIL TRANSPOSERS (TRT'S) (GBP),20/12/2023,"687,502.27",GBP,Affective Rail Pty Ltd,PO Box 1770 Wollongong QLD 2500,NO,NO,OPEN,,,,,,,,CW2314720,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 SUPPLY OF TRACKED MOBILE ELEVATING WORK PLATFORM (EURO),17/11/2023,"482,558.00",EUR,Aries Rail Pty Ltd,86 Inspiration Drive Wangara WA 6065,NO,NO,OPEN,,,,,,,,CW2314898,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,4/12/2023,"453,750.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,,4502741428,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2023 DIGITAL DELIVERY PANEL (ICT) - DELOITTE,12/12/2023,"432,000.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2314597,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MECH PWR TRANS EQUIP,11/12/2023,"427,405.00",AUD,H2 Hauler Pty Ltd,"108 Hayden Street East Top Camp, Toowoomba QLD 4350",NO,NO,,,,,,,,,4502742713,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 NEAR NORTH COAST LINE STEEL BRIDGE RE-PAINTING - COATING SUBJECT MATTER EXPERT (SME) AND COATING-PAINTING INSPECTOR STANDING OFFER ARRANGEMENT,18/01/2022,"390,275.00",AUD,Nuspec Consulting,PO Box 3009 Newmarket QLD 4051,YES,NO,,,,,,,,,CW2298318,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2023 GARTNER SUBSCRIPTION SERVICES - IT EXECUTIVES AND TECHNICAL PROFESSIONALS,4/12/2023,"358,200.00",AUD,Gartner Australasia Pty Ltd,320 Adelaide St Brisbane QLD 4000,NO,NO,,,,,,,,,CW2314381,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - SIGNALLING ENGINEERING SERVICES PANEL - SIEMENS MOBILITY PTY LTD,19/12/2023,"350,000.00",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,CW2306201,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,21/12/2023,"327,400.54",AUD,Southpoint BMS 718105996,PO Box 743 Morningside QLD 4170,NO,NO,,,,,,,,,4502751040,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 RC-1 AND RC-2 PRECINCT EXTERNAL REFURBISHMENT WORKS,15/12/2023,"312,336.00",AUD,Higgins Coatings,52 Bishop Street Kelvin Grove QLD 4059,NO,NO,,,,,,,,,CW2314811,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 - MAYNE M BLOCK WORKSHOP AND AMENTITIES UPGRADE,20/12/2023,"249,770.00",AUD,APGC Group Pty Ltd,PO Box 7394 Kangaroo Point QLD 4169,NO,NO,,,,,,,,,CW2314130,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/12/2023,"245,520.00",AUD,Interface Rail Engineering Pty Ltd,470 Collins Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502751172,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2021 CIVIL, STRUCTURAL, ENGINEERING AND INVESTIGATIVE SERVICES PANEL - STANTEC AUSTRALIA PTY LTD",9/02/2022,"239,000.00",AUD,Stantec Australia Pty Ltd,"Level 20, 40 City Road SouthBank VIC 3006",YES,NO,OPEN,,,,,,,,CW2298865,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,18/05/2023,"238,652.65",AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,YES,NO,,,,,,,,,4502664357,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,19/12/2023,"201,758.04",AUD,A&M Investment Pty Ltd,PO Box 5662 Bundaberg QLD 4670,NO,NO,,,,,,,,,4502745970,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2023 SAP BUSINESS TECHNOLOGY PLATFORM (BTP),5/12/2023,"182,923.44",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,NO,NO,,,,,,,,,CW2314577,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2023 GARTNER SUBSCRIPTION SERVICES - CISO AND CDAO,29/11/2023,"181,200.00",AUD,Gartner Australasia Pty Ltd,320 Adelaide St Brisbane QLD 4000,NO,NO,,,,,,,,,CW2314378,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 STATION COMPATIBILITY PROJECT MANAGER - ANDERSON (REPLACING CW2260310),13/04/2016,"179,080.00",AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2314820,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Supply 90kg LB Foster Single Track TOR Unitx4,1/12/2023,"155,100.00",AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,,4502741340,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,8/12/2023,"139,920.00",AUD,Vulcanite Pty Ltd,PO Box 250 Regents Park NSW 2143,NO,NO,,,,,,,,,4502742467,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/12/2022,"135,748.65",AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,YES,NO,,,,,,,,,4502608746,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,20/12/2023,"126,280.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,,4502747209,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/10/2023,"120,482.93",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502720192,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/02/2023,"120,445.58",AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,YES,NO,,,,,,,,,4502631493,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/12/2023,"120,363.76",AUD,Big River Group Pty Ltd,PO Box 281 Junction Hill NSW 2460,NO,NO,,,,,,,,,4502745405,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,5/12/2023,"116,008.21",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502741841,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2023 INFORMATICA POWERCENTRE,6/12/2023,"115,189.34",AUD,Informatica Australia Pty Ltd,255 George Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2314619,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",20/12/2023,"114,400.00",AUD,Morton's Earthmoving,MS 102 Ingham QLD 4850,NO,NO,,,,,,,,,4502749365,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/12/2023,"94,812.00",AUD,Russell Heale Engineering Pty Ltd,26 Hutchinson Street Burleigh Heads QLD 4220,NO,NO,,,,,,,,,4502742140,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/12/2023,"94,050.00",AUD,Air Springs Supply Pty Ltd,38-46 South Street Rydalmere NSW 2116,NO,NO,,,,,,,,,4502742632,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,21/12/2023,"92,595.80",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502750983,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",13/12/2023,"91,418.32",AUD,Bremer Ford,34 Brisbane Road Ebbw Vale QLD 4304,NO,NO,,,,,,,,,4502745037,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2023 DIGITAL DELIVERY PANEL (ICT) - BLACK BOOK,26/07/2023,"90,000.00",AUD,Blackbook AI,300 Queen Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2308290,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/12/2023,"78,991.00",AUD,Virginia Auto Electrical,15 Matheson Street Virginia QLD 4014,NO,NO,,,,,,,,,4502750975,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/12/2023,"75,464.69",AUD,The Rix Group Pty Ltd,25 Bourke Street Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502741559,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,5/12/2023,"72,073.80",AUD,Ausfield Services,80-82 Northern Link Circuit Shaw QLD 4810,NO,NO,,,,,,,,,4502741842,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/12/2023,"69,125.10",AUD,SBP Australia,57 Assembly Street Salisbury QLD 4107,NO,NO,,,,,,,,,4502745252,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,1/12/2023,"63,850.05",AUD,CombinedCom,105 Girraween Road Howard Springs NT 835,NO,NO,,,,,,,,,4502741308,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2020 TELSTRA BOARDROOM SUPPORT,15/12/2023,"63,626.67",AUD,Telstra Limited,242-282 Exhibition street Melbourne VIC 3000,NO,NO,,,,,,,,,CW2314772,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,15/12/2023,"59,503.40",AUD,First Parking Pty Ltd,240 Queen Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502745510,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",6/12/2023,"56,446.75",AUD,Varley Specialised Vehicles Pty Ltd,1 Sulphur Street Narangba QLD 4504,NO,NO,,,,,,,,,4502742066,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTANTS,23/06/2023,"55,880.00",AUD,QRIIMS,1 Tarawara Avenue Tallai QLD 4213,YES,NO,,,,,,,,,4502678216,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2024 AUTOCAD SUBSCRIPTION,15/12/2023,"54,725.00",AUD,A2K Technologies Pty Ltd,62 Brandl Street Eight Mile Plains QLD 4113,NO,NO,,,,,,,,,CW2314775,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MEASURING TOOLS,12/12/2023,"52,839.60",AUD,CR Kennedy & Company Pty Ltd,80 Kingsford Smith Drive Albion QLD 4010,NO,NO,,,,,,,,,4502742823,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/12/2023,"52,734.00",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502746773,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/12/2023,"51,650.50",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502741648,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/12/2023,"51,650.50",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502741663,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/12/2023,"51,650.50",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502741669,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/12/2023,"51,425.00",AUD,Ergonomie Australia Pty Ltd,48 St Thomas Street Bronte NSW 2024,NO,NO,,,,,,,,,4502751117,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,8/12/2023,"50,159.90",AUD,Incident Zero Pty Ltd,23 June Street Coffs Harbour NSW 2251,NO,NO,,,,,,,,,4502742456,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,14/12/2023,"47,847.80",AUD,Gardner Denver Industries Pty Ltd,11 Catalyst Court Bohle QLD 4818,NO,NO,,,,,,,,,4502745247,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2023,"42,502.49",AUD,Moma Solar,3-5 McElligott Court Canning Vale WA 6155,NO,NO,,,,,,,,,4502742512,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,21/12/2023,"41,961.70",AUD,ATF Services Pty Ltd,39B Curzon Street Tennyson QLD 4105,NO,NO,,,,,,,,,4502750940,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/12/2023,"41,624.00",AUD,Vossloh Cogifer Australia Pty Ltd,PO Box 1248 Castlemaine VIC 3450,NO,NO,,,,,,,,,4502745534,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/12/2023,"41,228.00",AUD,Secure Fencing,PO Box 1649 Aitkenvale QLD 4814,NO,NO,,,,,,,,,4502742880,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/12/2023,"40,569.58",AUD,Verifact Traffic,PO Box 826 Springwood QLD 4127,NO,NO,,,,,,,,,4502741504,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,6/12/2023,"38,414.48",AUD,Fujitsu Australia Limited,1 Breakfast Creek Road Newstead QLD 4006,NO,NO,,,,,,,,,4502742085,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,21/12/2023,"38,024.43",AUD,Lawrence & Hanson Group Pty Ltd,1 Chapel Street Blackburn VIC 3130,NO,NO,,,,,,,,,4502750949,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/12/2023,"36,795.00",AUD,Vossloh Cogifer Australia Pty Ltd,PO Box 1248 Castlemaine VIC 3450,NO,NO,,,,,,,,,4502745381,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",11/12/2023,"36,300.00",AUD,Corbet Quarries Pty Ltd,3 Corbet Road Gympie QLD 4570,NO,NO,,,,,,,,,4502742704,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/12/2023,"35,143.92",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502741334,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2023 WOG ICT SERVICES - DELOITTE,30/06/2021,"34,900.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2314573,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/12/2023,"34,852.40",AUD,GRASP Electrical,20 Watts Road Gracemere QLD 4702,NO,NO,,,,,,,,,4502751012,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/12/2023,"34,650.00",AUD,ZG Lighting Australia Pty Ltd,7 Millner Avenue Horsley Park NSW 2175,NO,NO,,,,,,,,,4502741716,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/12/2023,"34,485.00",AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502751032,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",21/12/2023,"34,320.00",AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,NO,NO,,,,,,,,,4502750938,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",REFRIG & A/C EQUIP,2/09/2022,"34,317.93",AUD,Haz-Elec Industries Pty Ltd,PO Box 12466 Cairns QLD 4870,YES,NO,,,,,,,,,4502572953,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",NONMETAL CRUDE MATLS,15/12/2023,"32,758.00",AUD,Weseal Pty Ltd,7 Carroll Street Garbutt QLD 4814,NO,NO,,,,,,,,,4502745397,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,4/12/2023,"32,571.00",AUD,Noggin Pty Ltd,175 Liverpool Street Sydney NSW 2000,NO,NO,,,,,,,,,4502741525,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/12/2023,"31,845.00",AUD,GRASP Electrical,20 Watts Road Gracemere QLD 4702,NO,NO,,,,,,,,,4502751010,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,20/12/2023,"31,185.00",AUD,12D Solutions Pty Ltd,5 Vuko Place Warriewood NSW 2102,NO,NO,,,,,,,,,4502749389,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,12/12/2023,"29,873.80",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502742949,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/11/2023,"29,424.99",AUD,Allied Heat Transfer International,19 Tacoma Circuit Canning Vale WA 6155,YES,NO,,,,,,,,,4502731569,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,6/12/2023,"29,145.60",AUD,Graffiti - Enz,194 Breakfast Creek Road Newstead QLD 4006,NO,NO,,,,,,,,,4502741953,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,21/12/2023,"27,394.40",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502751004,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/12/2023,"27,156.25",AUD,Inflight Australia,76 Ross Street Coburg VIC 3058,NO,NO,,,,,,,,,4502742529,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,11/12/2023,"26,895.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502742724,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/12/2023,"26,745.95",AUD,Pandrol Australia Pty Ltd,7 Bessemer Street Blacktown NSW 2148,NO,NO,,,,,,,,,4502742178,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,5/12/2023,"26,620.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502741646,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TCS - 2024 RISK MANAGEMENT TECHNOLOGIES,5/12/2023,"26,319.00",AUD,Risk Management Technologies,5 Ventnor Avenue West Perth WA 6005,NO,NO,,,,,,,,,CW2314583,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/12/2023,"26,180.00",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502745354,,,,,
