Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CATERING,2/06/2016,"4,027,563.00",AUD,Burleigh Marr Distributions,PO Box 454 Morningside QLD 4170,YES,NO,OPEN,,,,,,,CW2247088,,CW2245642,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/03/2019,"4,000,000.00",AUD,Traffic Control Innovations Pty Ltd,PO Box 7073 Hemmant QLD 4174,YES,NO,OPEN,,,,,,,CW2273100,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/03/2019,"4,000,000.00",AUD,Platinum Traffic Services Pty Ltd,PO Box 5018 Smeaton Grange NSW 2567,YES,NO,OPEN,,,,,,,CW2273091,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/03/2019,"4,000,000.00",AUD,Global Road Maintenance,32 Bluestone Cct Seventeen Mile Rocks QLD 4073,YES,NO,OPEN,,,,,,,CW2273095,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/03/2019,"4,000,000.00",AUD,Traffic Services Pty Ltd,22 Palmer Street Portsmith QLD 4870,YES,NO,OPEN,,,,,,,CW2273104,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/03/2019,"4,000,000.00",AUD,Warp QLD Pty Ltd,1/23 Darnick Street Underwood QLD 4119,YES,NO,OPEN,,,,,,,CW2273108,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Other Direct Professional Services,16/05/2019,"4,000,000.00",AUD,Aaction Traffic Control Pty Ltd,PO Box 592 Deception Bay QLD 4508,YES,NO,OPEN,,,,,,,CW2274788,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICE REPAIR COMP,24/10/2017,"4,000,000.00",AUD,Plasser Australia Pty Ltd   St Mary,2 Plasser Cresent St Marys NSW 2760,YES,NO,CLOSED,,,,,,,CW2259709,,CW2252023,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,4/12/2017,"4,000,000.00",AUD,Suncoast Asphalt Pty Ltd,187-193 Potassium Street Narangba QLD 4504,YES,NO,OPEN,,,,,,,CW2261220,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,30/01/2018,"4,000,000.00",AUD,CR Rail,PO Box 846 Dubbo NSW 2830,YES,NO,OPEN,,,,,,,CW2262494,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,30/01/2018,"4,000,000.00",AUD,Aurizon Operations Limited,PO Box 456 Brisbane QLD 4001,YES,NO,OPEN,,,,,,,CW2262490,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/05/2018,"4,000,000.00",AUD,Matrix Rail Pty Ltd,98 Bundilla Boulevard Mountain Creek QLD 4557,YES,NO,OPEN,,,,,,,CW2266412,,CW2262526,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,5/06/2018,"4,000,000.00",AUD,Mooney's Corp Pty Ltd,PO Box 7234 Hemmant QLD 4174,YES,NO,OPEN,,,,,,,CW2266414,,CW2262526,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/03/2019,"4,000,000.00",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,YES,NO,OPEN,,,,,,,CW2273112,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/03/2019,"4,000,000.00",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,YES,NO,OPEN,,,,,,,CW2273073,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/04/2019,"4,000,000.00",AUD,Acquired Awareness Traffic,PO Box 5757 Brendale QLD 4500,YES,NO,OPEN,,,,,,,CW2273029,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Other Direct Professional Services,18/04/2019,"4,000,000.00",AUD,Arid to Oasis Traffic,PO Box 234 West End QLD 4810,YES,NO,OPEN,,,,,,,CW2274562,,CW2273025,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,14/09/2016,"3,900,000.00",AUD,BP Australia Pty Ltd,GPO Box 1733P Melbourne VIC 3001,YES,NO,,,,,,,,CW2250513,,CW2227580,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,15/01/2019,"3,900,000.00",AUD,TM & JR Oliver,PO Box 584 Cloncurry QLD 4824,YES,NO,OPEN,,,,,,,CW2271254,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/10/2016,"3,853,380.00",AUD,Integra Rail Pty Ltd,74 Lancaster Avenue Melrose Park NSW 2114,YES,NO,,,,,,,,CW2249503,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,6/03/2019,"3,787,508.00",AUD,AC Hargreaves Pty Ltd,28 Hasp Street Seventeen Mile Rocks QLD 4073,YES,NO,,,,,,,,CW2269323,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/06/2018,"3,698,868.00",AUD,Campbell Sawmills,PO Box 228 South Grafton NSW 2460,YES,NO,CLOSED,,,,,,,CW2267172,,CW2267167,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,18/05/2016,"3,683,129.82",AUD,Aurizon Network Pty Ltd,PO Box 456 Brisbane QLD 4001,YES,NO,,,,,,,,CW2247776,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/03/2014,"3,571,053.00",AUD,FIP Brakes International,PO Box 6503 Wetherill Park NSW 2164,YES,NO,,,,,,,,4600030888,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/06/2018,"3,386,914.00",AUD,Eidsvold Sleeper Mill,PO Box 52 Eidsvold QLD 4627,YES,NO,CLOSED,,,,,,,CW2267188,,CW2267167,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,20/12/2018,"3,386,835.53",AUD,Dassault Systemes Australia Pty Ltd,"Level 8, 190 St Georges Terrace Perth WA 6000",YES,NO,,,,,,,,CW2271721,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/11/2017,"3,382,653.50",AUD,Minter Ellison,1 Eagle Street Brisbane Waterfront Place QLD 4000,YES,NO,,,,,,,,CW2261833,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,25/06/2015,"3,311,922.40",AUD,Fleettek Engineering Solutions Pty,10 Bradford Street Alexandria NSW 2015,YES,NO,,,,,,,,4600032174,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/07/2018,"3,224,991.00",AUD,Liftronic Pty Limited,153 Beauchamp Road Matraville NSW 2036,YES,NO,,,,,,,,CW2259170,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,6/12/2017,"3,019,480.00",AUD,Mermec Australia Pty Ltd,91 Phillip Street Parramatta NSW 2150,YES,NO,,,,,,,,CW2244608,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"3,000,000.00",AUD,GHD Pty Ltd  Brisbane,201 Charlotte Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2261732,,CW2258961,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,30/01/2018,"3,000,000.00",AUD,Rail Futures Pty Ltd,PO Box 421 Mapleton QLD 4560,YES,NO,OPEN,,,,,,,CW2262516,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,30/01/2018,"3,000,000.00",AUD,Rhomberg Rail Australia Pty Ltd,PO Box 442 Gracemere QLD 4702,YES,NO,OPEN,,,,,,,CW2262518,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,30/01/2018,"3,000,000.00",AUD,JWB Construction Pty Ltd,26 BLUE EAGLE DRIVE MEADOWBROOK QLD 4131,YES,NO,OPEN,,,,,,,CW2262500,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,7/03/2018,"3,000,000.00",AUD,GTE Human Resource Solututions,1-13 The Gateway Broadmeadows VIC 3047,YES,NO,OPEN,,,,,,,CW2262498,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,31/05/2018,"3,000,000.00",AUD,CR Rail,PO Box 846 Dubbo NSW 2830,YES,NO,OPEN,,,,,,,CW2266305,,CW2262526,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"3,000,000.00",AUD,DMAC Transport,1-3 Evans Street Thagoona QLD 4306,YES,NO,OPEN,,,,,,,CW2265030,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"3,000,000.00",AUD,Dave Thomas Earthworks,PO Box 863 Cooroy QLD 4563,YES,NO,OPEN,,,,,,,CW2265026,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/09/2018,"3,000,000.00",AUD,BDO (Qld) Pty Ltd,12 Creek Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2268644,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/09/2018,"3,000,000.00",AUD,Presence Of IT Pty Ltd,157 Walker Street North Sydney NSW 2060,YES,NO,OPEN,,,,,,,CW2268646,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/10/2018,"3,000,000.00",AUD,NTT Australia Digital Pty Ltd,271 Collins Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,CW2268650,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/07/2015,"2,970,000.00",AUD,CoachAir Pty Ltd,52 Falcum Street Richland QLD 4077,YES,NO,,,,,,,,4600032195,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/08/2017,"2,946,000.00",AUD,Pacific Realtime Pty Ltd,PO Box 1129 Brookvale NSW 2100,YES,NO,,,,,,,,CW2257653,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/02/2017,"2,890,348.00",AUD,Voith Turbo Pty Ltd,1-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,CW2243030,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Alternate Transport,2/02/2017,"2,850,978.00",AUD,Universal Cranes Pty Ltd,37 Paringa Road Murarrie QLD 4172,YES,NO,OPEN,,,,,,,CW2253806,,CW2226024,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",DESKTOP SOFTWARE,14/05/2018,"2,815,849.20",AUD,ERDMANN-Softwaregesellschaftg mbH,ERDMANN-Softwaregesellschaft Gorltiz 14 2826,YES,NO,,,,,,,,CW2265553,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/06/2018,"2,711,405.00",AUD,Tomsy's Timbers Pty Limited,54 Lakkarri Street Coutts Crossing QLD 2460,YES,NO,CLOSED,,,,,,,CW2267186,,CW2267167,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,20/12/2016,"2,615,610.00",AUD,Flick Pest Control Services,41 Bunya Street Eagle Farm QLD 4009,YES,NO,,,,,,,,CW2253768,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/02/2017,"2,600,000.00",AUD,Arcadis Australia Pacific Pty Ltd,141 Walker Street North Sydney NSW 2060,YES,NO,,,,,,,,CW2252140,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/01/2019,"2,600,000.00",AUD,Fencepac Commercial Pty Ltd,PO Box 1097 Kunda Park QLD 4556,YES,NO,OPEN,,,,,,,CW2270887,,CW2268545,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Alternate Transport,2/02/2017,"2,500,000.00",AUD,Peter Hogan Transport Pty Ltd,1 Cudumble Road Cumnock NSW 2867,YES,NO,OPEN,,,,,,,CW2253769,,CW2226024,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,1/12/2017,"2,500,000.00",AUD,Epoxy Solutions Pty Ltd,193 South Pine Road Brendal QLD 4500,YES,NO,OPEN,,,,,,,CW2261204,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,1/12/2017,"2,500,000.00",AUD,Australian Marine & Civil,181 Bygotts Road Samford QLD 4500,YES,NO,OPEN,,,,,,,CW2261194,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,4/12/2017,"2,500,000.00",AUD,Fulton Hogan Construction Pty Ltd,PO Box 310 Yatala QLD 4207,YES,NO,OPEN,,,,,,,CW2261206,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,4/12/2017,"2,500,000.00",AUD,Sterling Group,Level 1 70 City Road Southbank VIC 3006,YES,NO,OPEN,,,,,,,CW2261218,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/12/2017,"2,500,000.00",AUD,Queensland Complete Contracting Ser,PO Box 8772 Mt Pleasant QLD 4740,YES,NO,OPEN,,,,,,,CW2261212,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,21/12/2017,"2,500,000.00",AUD,Downer EDI Works Pty Ltd,135 Coronation Drive Milton QLD 4064,YES,NO,OPEN,,,,,,,CW2261200,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/03/2018,"2,500,000.00",AUD,Gayrad,594 Old Gympie Road Narangba QLD 4504,YES,NO,,,,,,,,CW2261510,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/01/2019,"2,500,000.00",AUD,Ryno Fencing,PO Box 3386 Bracken Ridge QLD 4017,YES,NO,OPEN,,,,,,,CW2270894,,CW2268545,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,6/09/2017,"2,468,000.00",AUD,Hard Rock Quarries Maryborough,PO Box 1217 Yerra QLD 4650,YES,NO,,,,,,,,CW2257119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/06/2016,"2,436,382.00",AUD,AECOM Australia Pty Ltd,PO Box 1307 Fortitude Valley QLD 4006,YES,NO,,,,,,,,CW2244290,,CW2224197,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/12/2016,"2,390,001.80",AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,YES,NO,,,,,,,,CW2246248,,CW2237698,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/06/2015,"2,315,175.79",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,4600032179,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/02/2016,"2,271,096.00",AUD,Groves Signalling Consultants Pty L,39 Oxford Street Nundah QLD 4012,YES,NO,,,,,,,,CW2245041,,CW2235827,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICITY GENERAL,24/08/2018,"2,177,488.00",AUD,Energex Ltd,26 Reddacliff Street Newstead QLD 4006,YES,NO,,,,,,,,CW2269226,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/06/2018,"2,146,777.00",AUD,RD Cross,PO Box 36 Rosedale QLD 4674,YES,NO,CLOSED,,,,,,,CW2267178,,CW2267167,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROMOTIONAL MATERIAL,23/11/2017,"2,140,392.00",AUD,Silver Trak Digital,10 Addison Road Marrickville NSW 2204,YES,NO,,,,,,,,CW2261176,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/12/2016,"2,125,848.33",AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,YES,NO,,,,,,,,CW2239079,,CW2237698,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,20/03/2019,"2,116,000.00",AUD,Roma Transport Services,PO Box 253 Roma QLD 4455,YES,NO,OPEN,,,,,,,CW2272747,,CW2226024,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,30/08/2017,"2,104,504.00",AUD,Massab Metals Pty Ltd,331 Black River Road Black River QLD 4818,YES,NO,,,,,,,,CW2258908,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"2,100,000.00",AUD,Herbies Earthmoving Pty Ltd,PO Box 2237 Tingalpa QLD 4173,YES,NO,OPEN,,,,,,,CW2265061,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TOILETRIES,8/12/2015,"2,083,526.41",AUD,J Blackwood & Son Ltd,PO Box 167 Carole Park QLD 4300,YES,NO,,,,,,,,CW2240403,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,1/09/2017,"2,072,074.07",AUD,Commtel Network Solutions,29 Translink Drive Keilor Park VIC 3042,YES,NO,,,,,,,,CW2259023,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Alternate Transport,2/02/2017,"2,070,000.00",AUD,Rockys Own Transport,18 Power Street North Rockhampton QLD 4700,YES,NO,OPEN,,,,,,,CW2253799,,CW2226024,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE TRANSPORT,1/03/2017,"2,060,604.00",AUD,Wide Bay Transit,PO Box 149 Maryborough QLD 4650,YES,NO,,,,,,,,CW2253889,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,24/04/2018,"2,017,630.91",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,YES,NO,,,,,,,,CW2264028,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,30/01/2018,"2,000,000.00",AUD,Abergeldie Contractors Pty Ltd,PO Box 3019 Regents Park NSW 2143,YES,NO,OPEN,,,,,,,CW2262488,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,28/03/2018,"2,000,000.00",AUD,Downer EDI Works Pty Ltd,135 Coronation Drive Milton QLD 4064,YES,NO,OPEN,,,,,,,CW2262496,,CW2260815,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"2,000,000.00",AUD,Arup Pty Limited,108 Wickham Street Fortitude Valley QLD 4006,YES,NO,OPEN,,,,,,,CW2261690,,CW2258961,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/04/2018,"2,000,000.00",AUD,Railtrain Pty Ltd,87 President Street Welshpool WA 6106,YES,NO,OPEN,,,,,,,CW2266431,,CW2262526,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/05/2018,"2,000,000.00",AUD,Rhomberg Rail Australia Pty Ltd,PO Box 442 Gracemere QLD 4702,YES,NO,OPEN,,,,,,,CW2266433,,CW2262526,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,15/01/2019,"1,980,000.00",AUD,JL & JM Sypher Family Trust,Glenmyra Station Alpha QLD 4724,YES,NO,OPEN,,,,,,,CW2271258,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/11/2015,"1,972,797.21",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,YES,NO,,,,,,,,4600032443,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,19/06/2019,"1,953,781.40",AUD,Servicenow Australia Pty Ltd,50 Bridge Street Sydney NSW 2000,YES,NO,,,,,,,,CW2275373,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/09/2016,"1,948,862.00",AUD,Jacobs Group (Australia) Pty Ltd,PO Box 3848 South Brisbane QLD 4101,YES,NO,,,,,,,,CW2250415,,CW2224260,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SECURITY,19/06/2015,"1,937,974.09",AUD,Toplock,PO Box 419 Grange QLD 4051,YES,NO,,,,,,,,4600032152,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/05/2016,"1,923,066.66",AUD,Aurizon Network Pty Ltd,PO Box 456 Brisbane QLD 4001,YES,NO,,,,,,,,CW2247749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",IT Desktop - SW/HW & Services,20/06/2014,"1,895,250.99",AUD,NTT Australia Digital Pty Ltd,271 Collins Street Melbourne VIC 3000,YES,NO,,,,,,,,CW2277975,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,25/05/2016,"1,895,000.00",AUD,Southern Cross Telecommunications,3 Oracle Boulevarde Broadbeach QLD 4218,YES,NO,,,,,,,,CW2247996,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Electrical and Power Systems Engineering,13/02/2017,"1,890,432.00",AUD,Aurecon Australasia Pty Ltd,32 Turbot Street Brisbane QLD 4001,YES,NO,OPEN,,,,,,,CW2252232,,CW2251800,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/09/2017,"1,844,137.00",AUD,Downer EDI Rail,PO Box 211 Maryborough QLD 4650,YES,NO,,,,,,,,CW2251226,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/11/2015,"1,793,650.00",AUD,AECOM Australia Pty Ltd,PO Box 1307 Fortitude Valley QLD 4006,YES,NO,,,,,,,,CW2241929,,CW2266344,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/03/2017,"1,693,472.00",AUD,Arup Pty Limited,108 Wickham Street Fortitude Valley QLD 4006,YES,NO,,,,,,,,CW2252429,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,6/02/2017,"1,685,957.00",AUD,ACE MATERIALS HANDLING PTY LTD,57 STATION ROAD DARRA QLD 4076,YES,NO,,,,,,,,CW2247276,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,6/06/2016,"1,587,446.00",AUD,GHD Pty Ltd  Brisbane,201 Charlotte Street Brisbane QLD 4000,YES,NO,,,,,,,,CW2248202,,CW2224239,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/12/2015,"1,584,122.00",AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,YES,NO,,,,,,,,CW2243672,,CW2266361,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/03/2017,"1,570,000.00",AUD,SMEC Australia Pty Ltd,PO Box 5333 South Brisbane QLD 4101,YES,NO,,,,,,,,CW2252431,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,3/03/2017,"1,560,000.00",AUD,Downer Pipetech Pty Ltd,49 Links Avenue North Eagle Farm QLD 4009,YES,NO,,,,,,,,CW2251684,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/06/2018,"1,559,212.00",AUD,BE & AM Gossner,305 Mailmans Road Gin Gin QLD 4671,YES,NO,CLOSED,,,,,,,CW2267184,,CW2267167,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/07/2016,"1,512,409.00",AUD,Sparc Solution Positive,PO Box 1777 Toowong QLD 4066,YES,NO,,,,,,,,CW2242800,,,,,
